,radius,phi,theta,thickness,length
42,183.0,13.0,-21.0,14.118549000539595,81.69846702743136
43,119.0,84.0,-26.0,5.624112521734904,119.81599215096995
44,95.0,62.0,-29.0,9.105502756360243,97.4562940697212
45,137.0,44.0,12.0,7.933147271668411,53.220793729276004
46,106.0,28.0,-2.0,14.777743508641533,53.57774858464966
47,192.0,88.0,8.0,5.24561023502498,45.851086965201674
48,246.0,35.0,10.0,5.948755960235745,93.13496790482942
49,204.0,33.0,1.0,8.910259876666771,67.23041998582693
50,240.0,7.0,8.0,7.133137231250612,55.98403241007203
51,223.0,50.0,40.0,5.028652893519799,106.07755575487029
52,218.0,54.0,-43.0,3.7979627187169984,105.28806012440003
53,138.0,46.0,-25.0,11.947796509843268,19.7571878646804
54,214.0,77.0,20.0,12.542751745603528,10.035631907484525
55,183.0,69.0,19.0,4.92912432791656,9.171787884956785
56,177.0,37.0,30.0,8.127077620933164,95.21326747053122
57,225.0,38.0,39.0,6.485223043108287,60.53144256544309
58,114.0,50.0,-7.0,14.458122172272374,110.69693346154328
59,125.0,48.0,-43.0,7.7249673418903955,49.5122001077297
60,213.0,53.0,9.0,2.916683763411085,111.97777830392396
61,156.0,39.0,-25.0,2.7074093545755433,117.32146911212455
62,141.0,86.0,-20.0,2.7493077024635744,85.07672265167973
63,196.0,40.0,-23.0,4.663497603495957,59.399164651384154
64,210.0,71.0,41.0,9.587156577928091,13.426455399706063
65,115.0,30.0,-12.0,10.861830080591135,36.13529029189123
66,164.0,35.0,4.0,1.033524875115034,104.75072150962453
67,197.0,14.0,-5.0,12.752725536938453,10.11695035671782
68,214.0,21.0,-32.0,8.458447753346874,0.8198748373421019
69,177.0,79.0,16.0,13.871632576829278,80.7113581093215
70,146.0,79.0,-3.0,1.1921889210439585,31.178335334718337
71,229.0,26.0,15.0,7.191412526405982,0.07488894741236954
72,111.0,87.0,-19.0,3.012456879369257,50.32239777826134
73,170.0,3.0,-2.0,6.8711586596956,15.229543847333693
74,246.0,1.0,-12.0,10.766889113581495,23.929444538624335
75,120.0,49.0,14.0,6.220521366957089,113.05980795776455
76,143.0,9.0,43.0,4.525908311221964,79.91921653091495
77,128.0,6.0,-20.0,2.0394315230638917,43.25337479150695
78,247.0,32.0,-15.0,3.1016604323879364,42.630143792283604
79,159.0,81.0,-40.0,2.3501629077735497,35.01190310821273
80,167.0,5.0,36.0,3.0651310037893347,46.98732661626764
81,97.0,74.0,30.0,12.804731861203326,87.9072543243679
82,202.0,24.0,19.0,6.709188795144349,116.77116457295914
83,227.0,61.0,23.0,12.98500094034507,85.96104409481013
84,243.0,85.0,3.0,3.444379442346644,83.53218545071698
85,104.0,2.0,11.0,7.418836855212761,96.71492398254873
86,137.0,85.0,3.0,8.085798355174859,54.407162624171185
87,117.0,34.0,-29.0,3.2962834486953887,61.141096398290216
88,231.0,28.0,13.0,3.163453681607303,39.66328186184151
89,242.0,88.0,31.0,13.14523062522348,76.76279970296511
90,124.0,73.0,-14.0,11.290761924472946,72.97609556867317
91,158.0,72.0,-6.0,5.586701390679479,111.4371647501032
92,133.0,60.0,29.0,14.36277126899498,1.0472759842594084
93,112.0,75.0,20.0,13.20750544306367,45.102346818931494
94,188.0,52.0,21.0,13.918087883218577,21.247297136487227
95,97.0,37.0,-8.0,10.131066651774034,102.37787471599395
96,204.0,18.0,12.0,12.41926734466493,80.46348685820138
97,250.0,47.0,-36.0,6.099152983438183,78.40089467599003
98,110.0,1.0,-40.0,12.947858840827884,62.159252255485946
99,168.0,7.0,35.0,10.917568717994524,97.29867608280753
100,198.0,37.0,34.0,5.685661033540314,8.386663164077737
101,99.0,72.0,37.0,5.779651240702917,98.91693753678203
102,149.0,87.0,42.0,5.062554540201693,59.816762290334545
103,148.0,55.0,-17.0,13.462070567682032,65.21544342042911
104,211.0,7.0,-1.0,2.2772547412556072,107.10216716221575
105,236.0,29.0,-25.0,2.0654234710976693,107.83451615070673
106,108.0,65.0,17.0,8.405284700337216,26.16544435145325
107,218.0,80.0,-34.0,2.5323632577332402,16.866010053190077
108,166.0,81.0,-35.0,8.792644312055355,77.00358272222515
109,238.0,76.0,-22.0,11.21492705252271,99.51133936215871
110,155.0,80.0,28.0,9.256591554879932,12.245158705237232
111,145.0,5.0,28.0,8.847527221908583,4.4087301386522535
112,210.0,36.0,-42.0,2.0016839135842748,30.360116591119006
113,129.0,32.0,-8.0,3.6035809908538563,33.63387299875221
114,168.0,22.0,-43.0,11.348791894333049,13.576723437301185
115,215.0,67.0,0.0,1.61853272817899,58.411389517742094
116,165.0,86.0,2.0,9.646248088271381,98.79787942759233
117,188.0,4.0,5.0,9.55366099238407,68.32745676794065
118,132.0,59.0,6.0,9.394762438214013,84.86395972097912
119,162.0,86.0,-13.0,10.49212292057855,27.157574467678163
120,127.0,9.0,44.0,11.574465541007603,62.60719658219025
121,130.0,47.0,33.0,9.418754714420798,7.059291525046857
122,146.0,43.0,-38.0,6.498534784944531,101.58120262234482
123,233.0,42.0,-40.0,11.112650327414302,3.343503375875789
124,152.0,10.0,35.0,13.589332900184594,23.047419175933857
125,238.0,11.0,-33.0,13.799680989983765,15.403339089626117
126,139.0,23.0,-38.0,12.683049917080472,118.6490522475375
127,226.0,62.0,45.0,13.738912848330292,32.20696039711248
128,122.0,75.0,-17.0,10.305877671244348,7.255617148572061
129,130.0,68.0,6.0,2.1888126972675312,63.4088555868578
130,121.0,20.0,21.0,14.995567479477678,74.96716690406468
131,128.0,0.0,0.0,12.497869626501624,0.0
132,212.0,3.0,38.0,5.821662869862877,88.92378608900793
133,158.0,30.0,29.0,4.2681706759190305,109.56817356968132
134,154.0,39.0,-1.0,14.886218831963223,19.491085948636602
135,209.0,25.0,44.0,1.8296658399934707,21.047627237037204
136,245.0,3.0,27.0,11.150527712272153,85.76068086555391
137,116.0,13.0,26.0,1.3891375900861866,38.92381760485735
138,178.0,73.0,-23.0,1.1238909901979834,110.8940386958566
139,150.0,23.0,14.0,11.632937844343502,91.4010098519482
140,102.0,15.0,28.0,4.395696074483899,89.36240605720718
141,103.0,48.0,-29.0,6.313904014367092,6.7137057295682485
142,232.0,68.0,24.0,2.337983303915439,64.51699047695503
143,199.0,68.0,-9.0,7.559170566981636,34.356227605380425
144,193.0,25.0,-4.0,1.0896624406576196,50.815066740602425
145,96.0,65.0,-8.0,7.017230471577365,52.13670155541979
146,186.0,80.0,-3.0,2.1484799587052232,3.571273196995009
147,109.0,19.0,32.0,10.801517375580195,25.580924085246956
148,131.0,31.0,6.0,7.3786328868916495,2.422296198105599
149,230.0,84.0,-32.0,7.627357367866137,74.70775086378495
150,181.0,24.0,-44.0,7.085615238326728,48.82834536402642
151,195.0,39.0,38.0,12.241004593638936,106.84461116872401
152,139.0,53.0,37.0,5.3540344260918875,24.526644717009972
153,180.0,12.0,-15.0,3.8879234255250044,78.17755025378983
154,166.0,50.0,-31.0,8.002054259361874,69.39574709432637
155,216.0,30.0,22.0,2.6268828100699997,88.52410248214522
156,107.0,14.0,2.0,3.708728887214305,116.4929674683751
157,136.0,59.0,-22.0,4.832295692357326,58.97931773957125
158,248.0,45.0,39.0,10.607631103462706,18.402734299703376
159,239.0,73.0,18.0,6.823287463241638,42.760080344015364
160,100.0,47.0,27.0,2.5848491853497393,96.3871493509735
161,221.0,22.0,-44.0,5.0989643035482,117.79648032303122
162,253.0,24.0,-5.0,14.511323093311773,33.420412759542835
163,220.0,59.0,-7.0,6.3742809419946695,90.33908221044508
164,214.0,27.0,11.0,1.4303170494846809,2.1389135924241773
165,162.0,69.0,-37.0,8.715091604258749,35.07329342442007
166,98.0,56.0,-42.0,4.536760474389581,71.15146209367046
167,173.0,61.0,-14.0,11.705311868650341,9.010064246378189
168,180.0,66.0,26.0,8.321744610554322,83.49413542182415
169,194.0,66.0,40.0,1.5346157756432237,115.43454873139424
170,141.0,16.0,5.0,11.980207715777206,51.42199651927272
171,161.0,22.0,18.0,1.2445162632244466,66.29512167587482
172,123.0,15.0,7.0,3.817747632288752,69.67855485257554
173,212.0,90.0,-16.0,12.842873034737018,17.876089099632214
174,201.0,87.0,7.0,8.533372637815933,16.629682939396538
175,133.0,16.0,23.0,7.5144100901761,63.97684568097305
176,208.0,89.0,-2.0,4.208046310119184,112.62432273748782
177,194.0,51.0,18.0,6.967104175513747,48.32867096282587
178,227.0,78.0,25.0,9.88224143718434,109.24435573663658
179,252.0,53.0,-35.0,13.66833025930919,38.5536238084947
180,173.0,20.0,-27.0,12.89539493980137,41.79904741470811
181,234.0,11.0,-33.0,13.052222217720443,68.00712130666749
182,153.0,16.0,-18.0,7.971133287170698,38.282180579560645
183,233.0,10.0,37.0,13.620870556952688,51.249113959286646
184,189.0,31.0,21.0,10.281300069894147,5.436158558766366
185,169.0,27.0,9.0,9.506057984650853,37.60358569932145
186,196.0,40.0,43.0,11.395474780310265,55.13393458019844
187,220.0,17.0,-6.0,7.8041913671678715,29.148523840186876
188,185.0,49.0,-35.0,13.414977154611012,40.856192167885254
189,201.0,90.0,-9.0,7.836578505789137,68.99081638809776
190,118.0,52.0,11.0,14.77510274828575,65.72610047478125
191,157.0,41.0,41.0,5.731687537063345,60.12116973328513
192,223.0,57.0,-45.0,10.38451294761557,75.81469600301367
193,202.0,10.0,30.0,7.272814501277402,43.73703259980867
194,200.0,45.0,-4.0,11.691207068971798,44.62184282326778
195,144.0,43.0,39.0,11.839718659856626,37.347280674848285
196,161.0,70.0,-36.0,11.876036661201084,101.279008373056
197,150.0,12.0,-44.0,9.943012446137107,72.06685059487843
198,105.0,63.0,-7.0,4.075141470943162,100.26526931915336
199,102.0,31.0,42.0,8.653444020315769,81.40578480831363
200,184.0,4.0,-30.0,5.911549564720763,1.5797899872950603
201,125.0,50.0,43.0,14.268193573908562,92.29857299364994
202,172.0,33.0,-28.0,11.77380055438635,74.30270177557418
203,151.0,55.0,32.0,9.72032204604658,116.1586197600757
204,190.0,75.0,-35.0,4.599676298228973,65.84978099930761
205,95.0,46.0,-1.0,10.656682713828541,57.07045843675489
206,243.0,42.0,13.0,14.048357608816143,10.864033803125004
207,207.0,2.0,-13.0,7.674768185053287,104.13347137069988
208,105.0,89.0,8.0,4.119310145126431,22.17371663414306
209,176.0,44.0,-30.0,14.644652627999744,103.1941067470733
210,203.0,82.0,35.0,12.314207901436637,55.3239573063835
211,160.0,34.0,2.0,8.37217136551457,119.40529151565264
212,117.0,18.0,-24.0,13.502873602384968,92.03425613588466
213,136.0,0.0,0.0,4.702500067868388,0.0
214,102.0,29.0,-41.0,8.741574945015245,100.33020931720819
215,182.0,83.0,25.0,1.4989219425164118,82.1115401469256
216,216.0,84.0,31.0,6.411143252484708,77.33435426200357
217,155.0,19.0,-13.0,8.61429034426342,82.75236626922016
218,251.0,8.0,0.0,3.3645590813297916,84.10654663772783
219,147.0,64.0,36.0,4.338881866645864,108.8079642065566
220,249.0,54.0,15.0,8.26819358936201,73.83420350624256
221,253.0,64.0,-19.0,8.186339851721963,47.993381157350214
222,199.0,70.0,-5.0,12.595659955084741,114.09992260254975
223,107.0,66.0,45.0,9.20529166378707,57.657905218128285
224,248.0,63.0,-11.0,2.8220033823081865,27.643599965073125
225,158.0,14.0,29.0,1.8995592676160173,5.894848564649943
226,223.0,67.0,-6.0,12.47837926172926,31.318910874960558
227,190.0,90.0,42.0,5.411479125801552,19.09434026201166
228,250.0,17.0,-34.0,6.645572521103589,26.781980481329327
229,134.0,85.0,32.0,9.131291129922673,71.81963423803872
230,142.0,81.0,-3.0,14.288853959749023,98.37324791477445
231,191.0,44.0,31.0,1.691978186294841,56.232913292885904
232,169.0,37.0,-21.0,1.7321748360460671,30.161270457845863
233,232.0,78.0,-40.0,10.990242277658632,24.081356518409326
234,255.0,51.0,-33.0,9.75535897563622,114.26195617623002
235,191.0,6.0,23.0,11.0247281077166,32.83128227251074
236,207.0,68.0,-37.0,14.596509334729996,90.03672790824685
237,171.0,25.0,38.0,14.03363646235233,75.848692888234
238,100.0,74.0,-37.0,13.371954127858933,66.95094724889032
239,241.0,82.0,16.0,13.984823237553734,40.34762820480799
240,148.0,58.0,15.0,5.3051384327575155,86.6022837842844
241,244.0,26.0,-17.0,7.258287686317723,101.962251361093
242,175.0,21.0,1.0,14.935307860774547,108.12468181620497
243,115.0,83.0,-30.0,7.467558512412454,57.139616935807915
244,226.0,71.0,-14.0,14.716842491529384,63.15397358624109
245,206.0,19.0,-27.0,10.736259994776757,114.78244139526271
246,237.0,46.0,-10.0,8.975063091192249,17.403811981303278
247,192.0,1.0,-26.0,10.123567145426573,31.702081268170446
248,165.0,6.0,-31.0,4.460530426907047,48.981704961650976
249,174.0,1.0,-23.0,10.461819937778289,106.15387003504313
250,0.0,0.0,0.0,10.0,0.0
251,95.0,0.0,0.0,10.0,0.0
252,200.0,0.0,0.0,10.0,0.0
